219	obecnie	adv
218	wreszcie	part
217	pamiętać	fin
217	minuta	subst
216	były	adj
216	dostać	praet
216	przedstawiciel	subst
215	co	part
215	ochrona	subst
215	warszawski	adj
215	lista	subst
214	termin	subst
214	stać	fin
214	obecny	adj
214	sala	subst
213	zgodnie	adv
213	nazwa	subst
212	okno	subst
212	prawdziwy	adj
212	zbyt	adv
212	opinia	subst
212	kontakt	subst
212	fundusz	subst
212	okazja	subst
211	jako	prep
211	dać	praet
211	kot	subst
211	Marek	subst
211	wraz	adv
211	marszałek	subst
210	nadal	adv
210	ośrodek	subst
210	połowa	subst
210	noga	subst
209	zakres	subst
208	zaś	conj
208	szczęście	subst
208	/	interp
208	pomysł	subst
208	uczeń	subst
207	stopień	subst
207	wolność	subst
207	Jerzy	subst
206	gospodarka	subst
206	przyjaciel	subst
206	zresztą	part
205	serce	subst
205	wysokość	subst
205	wziąć	praet
203	list	subst
202	wszelki	adj
202	układ	subst
202	II	adj
201	gazeta	subst
201	telefon	subst
201	zdjęcie	subst
201	znany	adj
201	pora	subst
199	przyjść	praet
199	wyborczy	adj
199	brat	subst
199	źle	adv
199	dana	subst
198	oddział	subst
198	dużo	num
198	tekst	subst
197	czuć	fin
197	klasa	subst
197	nagroda	subst
197	SLD	subst
196	poziom	subst
196	podstawowy	adj
196	przeciw	prep
196	stanowić	fin
195	żołnierz	subst
195	materiał	subst
195	znajdować	fin
195	czekać	fin
194	pójść	praet
194	typ	subst
194	kontrola	subst
194	potrzeba	subst
194	tak_zwany	brev
193	warunki	subst
193	finansowy	adj
193	styczeń	subst
192	dziennikarz	subst
192	wówczas	adv
192	ciekawy	adj
191	pies	subst
191	kierowca	subst
191	wyjść	praet
191	widać	pred
191	dojść	praet
190	budżet	subst
190	wiedza	subst
189	wojskowy	adj
189	tamten	adj
189	województwo	subst
189	krajowy	adj
189	porządek	subst
189	nagle	adv
188	gra	subst
187	mama	subst
187	podatek	subst
187	charakter	subst
187	pisać	fin
186	sobota	subst
186	gość	subst
186	mąż	subst
186	stosunek	subst
186	kierunek	subst
186	krótki	adj
185	tytuł	subst
185	potrafić	fin
185	nauka	subst
185	jednak	part
184	numer	subst
184	zwłaszcza	part
184	godzina	brev
183	Niemcy	subst
183	polityk	subst
183	prawdopodobnie	adv
183	istnieć	fin
182	milion	subst
182	sklep	subst
182	dość	part
182	konkurs	subst
182	otrzymać	praet
182	znaczenie	subst
182	możliwy	adj
181	wynikać	fin
181	społeczeństwo	subst
181	kilometr	brev
181	ściana	subst
181	Kraków	subst
180	rosyjski	adj
180	chłopiec	subst
180	%	interp
180	przyczyna	subst
180	ludzki	adj
180	wojewódzki	adj
179	próba	subst
179	pewnie	part
179	biuro	subst
179	ministerstwo	subst
179	przeciwko	prep
178	bezpieczeństwo	subst
178	odpowiedni	adj
178	prowadzić	fin
178	znowu	part
178	niedziela	subst
178	kara	subst
178	telewizja	subst
178	gdzieś	adv
177	izba	subst
177	dać	fin
177	Rosja	subst
177	właściwie	adv
177	trudny	adj
177	obok	prep
177	silny	adj
176	choroba	subst
176	rzecznik	subst
176	kwestia	subst
176	razem	adv
175	powiedzieć	fin
175	nazwisko	subst
175	wewnętrzny	adj
174	postać	subst
174	zaczynać	fin
174	lata	brev
174	obszar	subst
173	ktoś	subst
173	ofiara	subst
173	inaczej	adv
173	międzynarodowy	adj
173	pismo	subst
172	las	subst
172	warunek	subst
172	Piotr	subst
171	artykuł	subst
171	maj	subst
171	11	dig
171	przedmiot	subst
171	najpierw	adv
169	stół	subst
169	przewodniczący	subst
169	głównie	adv
169	metoda	subst
168	nauczyciel	subst
168	postępowanie	subst
167	trafić	praet
167	sukces	subst
167	jednocześnie	adv
167	zarówno	conj
167	przyszłość	subst
166	znak	subst
166	pojawić	praet
166	ostatnio	adv
166	krok	subst
166	światło	subst
166	funkcja	subst
166	grudzień	subst
165	niski	adj
165	zagraniczny	adj
165	oznaczać	fin
164	powiat	subst
164	znacznie	adv
164	mecz	subst
164	przyszły	adj
164	Krzysztof	subst
163	szczególnie	adv
163	naród	subst
163	radny	subst
163	powietrze	subst
163	określić	ppas
162	święty	adj
162	impreza	subst
162	wrażenie	subst
161	tyle	adv
161	wolny	adj
161	los	subst
161	USA	subst
160	pół	num
160	towarzystwo	subst
160	zgoda	subst
160	drzewo	subst
160	myśleć	praet
159	krew	subst
159	powrót	subst
159	potrzebny	adj
159	element	subst
159	dziwny	adj
158	prosty	adj
158	czerwiec	subst
158	dokładnie	adv
158	dłoń	subst
158	Adam	subst
158	karta	subst
158	50	dig
157	9	dig
157	18	dig
157	16	dig
157	dawać	fin
157	robić	praet
157	rzeczywiście	adv
157	poważny	adj
157	głosowanie	subst
156	odbyć	praet
156	wcale	adv
156	czerwony	adj
155	wrzesień	subst
155	sierpień	subst
155	żyć	fin
155	dziesięć	num
155	wojsko	subst
154	wyraźnie	adv
154	zwykle	adv
154	metr	brev
154	pracować	fin
154	profesor	subst
154	Paweł	subst
153	znów	part
153	sieć	subst
153	wybór	subst
153	przyjąć	ger
153	ogromny	adj
153	wystarczyć	fin
152	chodzić	praet
152	interes	subst
152	pozostały	adj
151	dawny	adj
151	racja	subst
151	25	dig
151	chociaż	comp
151	skoro	comp
150	metr	subst
150	pytać	fin
150	alkohol	subst
150	skąd	adv
149	młodzież	subst
149	a	part
149	gdyż	comp
149	przedsiębiorstwo	subst
149	skutek	subst
149	senator	subst
149	kilkanaście	num
148	wiadomość	subst
148	ciężki	adj
148	park	subst
148	światowy	adj
147	wciąż	adv
147	warto	pred
147	senat	subst
147	stacja	subst
147	wydarzenie	subst
147	wyglądać	fin
147	zapytać	praet
147	prywatny	adj
146	obrona	subst
146	ramię	subst
146	jakby	part
146	słyszeć	praet
146	sens	subst
145	wzrost	subst
145	prawny	adj
145	przynajmniej	part
145	obywatel	subst
145	święty	brev
145	teatr	subst
145	źródło	subst
145	rozpocząć	praet
145	łatwo	adv
144	agencja	subst
144	znaleźć	fin
144	instytucja	subst
143	pamięć	subst
143	mówić	inf
143	postanowić	praet
143	efekt	subst
142	siostra	subst
142	ów	adj
142	palec	subst
142	zaraz	adv
142	powstać	praet
142	y	interj
141	pisać	praet
141	organ	subst
141	13	dig
141	parę	num
141	realizacja	subst
140	produkcja	subst
140	sprzedaż	subst
140	propozycja	subst
140	klient	subst
140	14	dig
139	suma	subst
139	dowód	subst
139	broń	subst
139	opłata	subst
139	niemal	part
139	wejść	praet
138	solidarność	subst
138	prokurator	subst
138	uczestnik	subst
138	kandydat	subst
138	Michał	subst
138	jasny	adj
138	rano	adv
137	porozumienie	subst
137	100	dig
137	muzyka	subst
137	skład	subst
136	napisać	praet
136	ku	prep
136	stały	adj
136	wrócić	praet
135	francuski	adj
135	wasz	adj
135	przyjechać	praet
135	podobnie	adv
135	ubiegły	adj
135	armia	subst
135	Stanisław	subst
135	poprzedni	adj
135	więzienie	subst
135	siedzieć	praet
135	ilość	subst
135	włos	subst
134	linia	subst
134	sprzęt	subst
134	wiara	subst
134	błąd	subst
134	K	brev
134	energia	subst
134	M	brev
134	córka	subst
134	spotkać	praet
134	dolar	subst
134	17	dig
133	południe	subst
133	zatem	conj
132	profesor	brev
132	działać	fin
132	W	brev
131	trwać	fin
131	spokój	subst
131	znaleźć	inf
131	wypowiedź	subst
131	komitet	subst
131	powierzchnia	subst
131	współpraca	subst
130	listopad	subst
130	przyjąć	praet
130	dwadzieścia	num
130	drogi	adj
130	radio	subst
130	wyrok	subst
130	Józef	subst
129	marzec	subst
129	uczucie	subst
129	kasa	subst
129	sześć	num
129	zatrzymać	praet
129	iść	praet
129	rozwiązanie	subst
129	zwać	ppas
128	zginąć	praet
128	inwestycja	subst
128	liczny	adj
128	próbować	praet
128	dodatkowy	adj
128	lewica	subst
127	łóżko	subst
127	brać	fin
127	piątek	subst
127	sądzić	fin
127	stracić	praet
127	S	brev
127	siedziba	subst
126	operacja	subst
126	ocena	subst
126	sprawiedliwość	subst
126	sen	subst
126	opieka	subst
126	kolej	subst
126	poniedziałek	subst
126	usługa	subst
125	22	dig
125	stwierdzić	praet
125	następnie	adv
125	zakup	subst
125	wyłącznie	adv
125	robić	inf
125	40	dig
125	okolica	subst
124	wysoko	adv
124	doświadczenie	subst
124	skarb	subst
124	Kaczyński	subst
124	poczucie	subst
123	pewność	subst
123	lipiec	subst
123	prasa	subst
123	wiersz	subst
123	student	subst
123	kwiecień	subst
123	dzieło	subst
122	pacjent	subst
122	zmienić	praet
122	Jezus	subst
122	sędzia	subst
122	przypominać	fin
122	rzeczywistość	subst
122	dawno	adv
122	PiS	subst
122	usta	subst
122	trasa	subst
122	niebo	subst
122	oprócz	prep
122	A	brev
122	kwota	subst
121	płyta	subst
121	skóra	subst
121	uznać	praet
121	zależeć	fin
121	I	adj
121	AWS	subst
121	ramy	subst
121	nieco	adv
121	naukowy	adj
121	niewielki	adj
121	kłopot	subst
120	papier	subst
120	reszta	subst
120	miara	subst
120	urządzenie	subst
120	odpowiadać	fin
120	szczególny	adj
120	dół	subst
119	poinformować	praet
119	październik	subst
119	świadek	subst
119	seksualny	adj
119	pole	subst
119	procent	subst
119	jezioro	subst
119	sto	num
119	współczesny	adj
119	Francja	subst
119	straż	subst
118	czytelnik	subst
118	robota	subst
118	Gdańsk	subst
118	wystawa	subst
118	auto	subst
118	proponować	fin
118	dziedzina	subst
118	ból	subst
118	natychmiast	adv
117	stawać	fin
117	słońce	subst
117	zarzut	subst
117	wydział	subst
117	uniwersytet	subst
117	dotyczyć	fin
117	posiedzenie	subst
116	wizyta	subst
116	sprawozdanie	subst
116	luty	subst
116	medium	subst
116	leżeć	fin
116	punkt	brev
115	trwać	praet
115	śnieg	subst
115	papież	subst
114	zagrożenie	subst
114	jakoś	adv
114	Janusz	subst
114	pomyśleć	praet
114	yhm	part
114	mieszkać	fin
114	należeć	praet
114	lokalny	adj
114	pomiędzy	prep
114	Jacek	subst
114	przygotować	ppas
114	mało	num
114	sportowy	adj
114	struktura	subst
114	szeroki	adj
114	komputer	subst
113	poszczególny	adj
113	prowadzić	ppas
113	centralny	adj
113	dodatek	subst
113	gotowy	adj
113	opowiadać	fin
113	odpowiedzialność	subst
113	ciągle	adv
112	wątpliwość	subst
112	finanse	subst
112	osobisty	adj
111	wokół	prep
111	samolot	subst
111	uchwała	subst
111	pojęcie	subst
111	stolica	subst
111	para	subst
111	i_tym_podobne	brev
111	P	brev
111	oto	part
111	szybki	adj
111	zauważyć	praet
111	duch	subst
111	maszyna	subst
110	muzeum	subst
110	dzisiejszy	adj
110	powszechny	adj
110	handlowy	adj
110	Tadeusz	subst
110	czwarty	adjnum
110	obiekt	subst
110	czuć	praet
110	Łódź	subst
109	patrzeć	fin
109	całość	subst
109	Maria	subst
109	mówić	pcon
109	dotychczasowy	adj
109	przestępstwo	subst
109	stanąć	praet
109	koń	subst
109	funkcjonariusz	subst
109	drużyna	subst
109	przejść	praet
109	liga	subst
109	zachowanie	subst
109	fabryka	subst
109	Żyd	subst
109	koło	subst
109	złoty	adj
108	święto	subst
108	postawa	subst
108	doktor	subst
108	stowarzyszenie	subst
108	zostać	inf
108	wymagać	fin
108	nazywać	fin
108	prasowy	adj
108	chętnie	adv
108	sąsiad	subst
108	radziecki	adj
108	normalny	adj
107	gwiazda	subst
107	kredyt	subst
107	głęboki	adj
107	]	interp
107	pojawiać	fin
107	zainteresowanie	subst
107	działacz	subst
107	poprzez	prep
107	Poznań	subst
107	00	dig
107	techniczny	adj
107	cóż	subst
107	fragment	subst
106	szkolny	adj
106	zdecydować	praet
106	ogień	subst
106	wojenny	adj
106	[	interp
106	rządowy	adj
106	świadomość	subst
106	atmosfera	subst
106	zajmować	fin
106	lider	subst
105	moc	subst
105	dziać	fin
105	pracować	praet
105	złożyć	praet
105	literatura	subst
105	pogląd	subst
105	pójść	fin
105	grunt	subst
105	“	interp
105	towar	subst
105	bać	fin
105	przemysł	subst
105	miejscowość	subst
105	pozycja	subst
105	tradycja	subst
105	koalicja	subst
105	posiadać	fin
105	Anna	subst
104	dusza	subst
104	stąd	adv
104	zamek	subst
104	powiedzieć	impt
104	adres	subst
104	zapewne	part
104	wydać	praet
104	samorząd	subst
104	konflikt	subst
104	pozwalać	fin
104	zrobić	fin
104	wojewoda	subst
104	mocno	adv
104	…	interp
104	pozostać	praet
104	różnica	subst
103	patrzyć	praet
103	instytut	subst
103	studia	subst
103	morze	subst
103	zwykły	adj
103	istotny	adj
103	sekretarz	subst
103	wyglądać	praet
103	podać	praet
103	piwo	subst
103	ogólny	adj
103	Zbigniew	subst
102	ludowy	adj
102	konferencja	subst
102	pociąg	subst
102	sesja	subst
102	odpowiedzieć	praet
102	aha	interj
102	J	brev
102	Lech	subst
102	mieć	pact
102	strata	subst
102	kupić	praet
102	reforma	subst
102	kierownik	subst
101	radość	subst
101	Robert	subst
101	chłopak	subst
101	scena	subst
101	dodawać	fin
101	koncert	subst
101	zakaz	subst
101	trakt	subst
101	lewy	adj
101	Kwaśniewski	subst
101	akt	subst
101	administracja	subst
101	blok	subst
101	spojrzeć	praet
100	zanim	comp
100	dochód	subst
100	strefa	subst
100	wola	subst
100	prowadzić	ger
100	wersja	subst
100	czysty	adj
100	czwartek	subst
100	zająć	praet
100	pojazd	subst
100	przepraszać	fin
100	wkrótce	adv
100	rodzinny	adj
99	mur	subst
99	produkt	subst
99	całkiem	adv
99	stwierdzać	fin
99	zdążyć	praet
99	wstrzymać	praet
99	osiem	num
98	prawy	adj
98	emocja	subst
98	19	dig
98	jakikolwiek	adj
98	praktyka	subst
98	wspaniały	adj
98	przestać	praet
98	redakcja	subst
98	występować	fin
98	cecha	subst
98	cmentarz	subst
98	odbyć	fin
98	placówka	subst
98	wyraz	subst
98	wydawać	praet
98	80	dig
97	kończyć	fin
97	brzeg	subst
97	domowy	adj
97	kuchnia	subst
97	drobny	adj
97	chory	adj
97	wchodzić	fin
97	tajemnica	subst
97	wydatek	subst
97	trochę	num
97	treść	subst
97	zachodni	adj
96	siedem	num
96	konkretny	adj
96	tłumaczyć	fin
96	średni	adj
96	hasło	subst
96	wyjazd	subst
96	parlament	subst
96	czoło	subst
96	rozporządzenie	subst
96	sprawca	subst
96	wolno	pred
96	dowiedzieć	praet
96	kampania	subst
96	oficjalny	adj
95	wino	subst
95	znać	praet
95	aż	comp
95	pisarz	subst
95	grać	fin
95	przyznać	praet
95	siedzieć	fin
95	generalny	adj
95	styl	subst
95	wodny	adj
95	burmistrz	subst
95	facet	subst
95	200	dig
95	ekonomiczny	adj
95	urzędnik	subst
95	kupić	inf
95	wierzyć	fin
95	Aleksander	subst
95	ślad	subst
95	przeznaczyć	ppas
94	kino	subst
94	pusty	adj
94	fizyczny	adj
94	model	subst
94	Kazimierz	subst
94	zdrowy	adj
94	wielkość	subst
94	mięso	subst
94	zamierzać	fin
94	Ewa	subst
94	zabawa	subst
94	historyczny	adj
94	region	subst
93	kilkadziesiąt	num
93	zawrzeć	ppas
93	zobaczyć	praet
93	koło	prep
93	pewny	adj
93	parlamentarny	adj
93	podjąć	praet
93	widok	subst
93	artysta	subst
93	dotychczas	adv
92	cień	subst
92	zamiast	prep
92	dotąd	adv
92	drewniany	adj
92	generał	subst
92	papieros	subst
92	nowoczesny	adj
92	katolicki	adj
92	XIX	adj
92	pozostawać	fin
92	płacić	fin
92	jechać	fin
92	regionalny	adj
92	protest	subst
92	autobus	subst
92	rzeka	subst
92	organizator	subst
91	oferta	subst
91	Leszek	subst
91	dany	adj
91	religijny	adj
91	yy	interj
91	etap	subst
91	przyjąć	ppas
91	tryb	subst
91	potrzebować	fin
91	CKM	subst
91	tuż	part
91	blisko	adv
91	otwarty	adj
91	niedawno	adv
91	tymczasem	conj
91	dziennik	subst
90	przerwa	subst
90	skończyć	praet
90	otworzyć	praet
90	rejon	subst
90	kształt	subst
90	pochodzić	fin
90	uzyskać	ger
90	usłyszeć	praet
90	ponadto	part
90	naturalny	adj
90	piętro	subst
90	któryś	adj
90	zemrzeć	praet
90	relacja	subst
90	wiosna	subst
89	natura	subst
89	butelka	subst
89	przeszłość	subst
89	drogowy	adj
89	prowadzić	pact
89	odcinek	subst
89	23	dig
89	kurs	subst
89	2000	dig
89	60	dig
89	zwrócić	praet
89	wracać	fin
89	wczesny	adj
89	zobaczyć	fin
89	Wrocław	subst
89	fajny	adj
88	zdarzenie	subst
88	prowadzić	praet
88	egzamin	subst
88	komenda	subst
88	całkowicie	adv
88	zbiór	subst
88	słuchać	impt
88	wiedzieć	inf
88	Wielki	adj
88	wejść	ger
88	jutro	adv
88	jesień	subst
88	angielski	adj
88	ostry	adj
88	miejscowy	adj
88	potrafić	praet
87	bogaty	adj
87	hotel	subst
87	Chrystus	subst
87	spokojnie	adv
87	patrzeć	impt
87	Tomasz	subst
87	przychodzić	fin
87	biskup	subst
87	zakończyć	praet
87	okoliczność	subst
87	cieszyć	fin
87	wprowadzić	ger
87	21	dig
87	czekać	praet
87	telewizyjny	adj
87	wiatr	subst
87	zima	subst
86	konieczność	subst
86	24	dig
86	Ryszard	subst
86	rachunek	subst
86	zobaczyć	inf
86	kawałek	subst
86	kolor	subst
86	kartka	subst
86	wpaść	praet
86	spytać	praet
86	zawód	subst
86	wychodzić	fin
86	kilometr	subst
85	szczęśliwy	adj
85	technika	subst
85	niezbędny	adj
85	plecy	subst
85	osiedle	subst
85	komórka	subst
85	oficer	subst
85	wina	subst
85	choćby	part
85	przynieść	praet
85	podobno	part
85	roślina	subst
85	dach	subst
85	pański	adj
85	kochać	fin
85	wtorek	subst
85	statek	subst
85	dać	impt
85	ostateczny	adj
85	wnętrze	subst
85	wskazywać	fin
85	powiatowy	adj
85	ruszyć	praet
84	podróż	subst
84	organizacyjny	adj
84	rolnik	subst
84	wręcz	part
84	podział	subst
84	demokratyczny	adj
84	stopa	subst
84	kwiat	subst
84	zjawisko	subst
84	leżeć	praet
84	rolnictwo	subst
84	ciepły	adj
84	akurat	part
83	głośno	adv
83	piosenka	subst
83	wakacje	subst
83	liczyć	fin
83	szczyt	subst
83	majątek	subst
83	przedstawić	ppas
83	podatkowy	adj
83	zjednoczyć	ppas
83	babcia	subst
83	wywiad	subst
83	zmieniać	fin
83	zapewniać	fin
83	spojrzenie	subst
83	żywy	adj
83	równy	adj
83	Internet	subst
83	komendant	subst
83	starać	praet
83	reakcja	subst
83	gatunek	subst
82	trzydzieści	num
82	morski	adj
82	kolejka	subst
82	stosować	fin
82	wschodni	adj
82	konieczny	adj
82	NATO	subst
82	bok	subst
82	Wałęsa	subst
82	znaczny	adj
82	przedsiębiorca	subst
82	obecność	subst
82	Marta	subst
82	gabinet	subst
82	wygrać	praet
82	lato	subst
82	witać	fin
81	słaby	adj
